ID,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Provider Latitude,Provider Longitude
773,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,95,11596.88421,6460.989474,5375.052632,35.3977239,-77.9525029
774,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340011,SPRUCE PINE COMMUNITY HOSPITAL,125 HOSPITAL DR,SPRUCE PINE,NC,28777,NC - Asheville,34,9536.882353,6324.323529,4880.382353,35.910967,-82.063089
775,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte,45,11721.46667,5710.755556,4918.133333,35.362513,-81.966918
776,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,91,16829.78022,6356.032967,5094.978022,36.0758078,-80.2977909
777,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,NC - Charlotte,29,19020.17241,5492.137931,4372.931034,35.681722,-80.470716
778,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340016,MEDWEST HARRIS,68 HOSPITAL RD,SYLVA,NC,28779,NC - Asheville,14,11605.07143,5403.571429,4643.214286,35.385951,-83.202926
779,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,45,14200.04444,5615.911111,4722.133333,35.3208531,-82.4677383
780,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,60,21855.31667,5446,4795.733333,35.4689369,-79.1866809
781,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,53,16879.24528,6004.433962,4880.679245,35.302883,-81.535711
782,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340023,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,NC - Asheville,13,10092.69231,5591.538462,4613.384615,35.389944,-82.488152
783,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,NC - Raleigh,33,9399.909091,5818.030303,5052.848485,35.008338,-78.323393
784,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville,81,14906.80247,6196.962963,5278.728395,35.290527,-77.583071
785,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,189,26472.62963,6676.634921,5749.005291,35.0326463,-78.9320945
786,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,50,22058.36,8999.56,8080.04,36.0083926,-78.9394587
787,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,92,13831.68478,6109.880435,5101.445652,35.2734149,-81.1368781
788,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340036,FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DR BOX 609,LOUISBURG,NC,27549,NC - Raleigh,15,22865.46667,6986,4780.266667,36.0990393,-78.301106
789,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340037,KINGS MOUNTAIN HOSPITAL INC,706 W KING ST,KINGS MOUNTAIN,NC,28086,NC - Charlotte,20,16196.65,5701.15,5013.55,35.2409703,-81.3550872
790,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,NC - Winston-Salem,115,21276.07826,5653.921739,4345.582609,35.799858,-80.87863
791,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,155,15959.27742,7804.258065,6968.864516,35.607262,-77.404766
792,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,NC - Hickory,37,11406.91892,5936.972973,5099.891892,35.910583,-81.535123
793,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,NC - Greenville,60,18180.96667,6079.35,5165.833333,34.762728,-77.385821
794,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,60,13929.65,8251.6,7471.283333,36.0906186,-80.2716076
795,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,129,18468.17829,7171.643411,6339.620155,34.637229,-79.012133
796,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340051,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,TN - Johnson City,11,17220.81818,7144.363636,6417.454545,36.198777,-81.652227
797,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,105,20134.52381,6227.380952,5302.72381,35.2219554,-80.8328724
798,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340055,VALDESE GENERAL HOSPITAL INC,720 MALCOLM BLVD,VALDESE,NC,28690,NC - Hickory,13,17360.15385,5275.538462,4214,35.7475862,-81.5234055
799,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340060,MOREHEAD MEMORIAL HOSPITAL,117 E KINGS HIGHWAY,EDEN,NC,27288,NC - Greensboro,58,14217.24138,5806.344828,4933.517241,36.494682,-79.739606
800,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,NC - Durham,49,13113.4898,9874.897959,8632.040816,35.9052623,-79.0509735
801,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBOR,NC,28659,NC - Winston-Salem,14,11438.21429,5431.285714,4942.714286,36.1584434,-81.1571831
802,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,NC - Wilmington,62,12194.70968,6361.241935,5488.403226,34.33747,-78.694254
803,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh,92,21171.41304,6870.108696,5936.586957,35.7852802,-78.5883785
804,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,NC - Durham,35,10413.57143,5722.228571,4568.171429,36.063466,-79.502078
805,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,NC - Raleigh,111,17277.10811,6983.477477,6204.333333,35.307153,-78.634739
806,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,NC - Raleigh,43,18074.39535,5406.488372,4437.697674,35.8283144,-78.6181122
807,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340075,CMC-BLUE RIDGE,2201 S STERLING ST,MORGANTON,NC,28655,NC - Charlotte,25,17402.12,5977.36,5146.96,35.7240071,-81.6587579
808,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340085,THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON RD BOX 789,THOMASVILLE,NC,27360,NC - Winston-Salem,23,12556.3913,6174.043478,4942.956522,35.8826369,-80.0819879
809,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340087,THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,NC - Asheville,15,8028.466667,6424.866667,5657.4,35.6638302,-82.0283229
810,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340090,JOHNSTON MEMORIAL HOSPITAL,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh,79,20397.72152,6432.544304,5470.822785,35.5031749,-78.344072
811,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro,96,12855.01042,6101.208333,5226.572917,36.0909698,-79.786519
812,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,NC - Winston-Salem,21,9587.809524,5764.238095,4944.238095,35.8048172,-80.2884882
813,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,NC - Winston-Salem,59,16826.57627,5548.118644,4778.254237,36.261809,-80.838577
814,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340098,CAROLINAS MED CENTER-MERCY,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte,58,17577.27586,5664.017241,4371.137931,35.2103414,-80.8206209
815,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340099,VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,27910,NC - Greenville,42,18142.5,6221.690476,5565.714286,36.285553,-76.994887
816,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340106,SANDHILLS REGIONAL MEDICAL CENTER,1000 WEST HAMLET AVENUE,HAMLET,NC,28345,NC - Charlotte,24,29569.58333,5838.166667,4878.833333,34.9022743,-79.7112589
817,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,NC - Greenville,49,21971.71429,6555.938776,5851.612245,35.921155,-77.555852
818,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340109,ALBEMARLE HOSPITAL AUTHORITY,1144 N ROAD ST,ELIZABETH CITY,NC,27909,VA - Norfolk,54,13938.16667,6792.333333,5875.925926,36.323798,-76.2180397
819,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte,80,21771.925,8244.675,7088.5125,35.2039422,-80.8391434
820,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh,78,15673.82051,5344.564103,4280.282051,35.8179864,-78.7029576
821,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham,182,14455.76923,5990.950549,5027.807692,35.205542,-79.456449
822,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory,51,27471.19608,5544.254902,4536.705882,35.737525,-81.337137
823,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340119,STANLY REGIONAL MEDICAL CENTER,301 YADKIN ST,ALBEMARLE,NC,28001,NC - Charlotte,16,15365.375,5739.4375,4806.1875,35.364566,-80.194498
824,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,NC - Raleigh,87,21539.36782,6190.344828,5346.850575,35.718497,-77.9451799
825,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340127,GRANVILLE MEDICAL CENTER,COLLEGE ST BOX 947,OXFORD,NC,27565,NC - Durham,12,11805.08333,6097,5236,36.3107004,-78.5908345
826,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,NC - Charlotte,27,30220.77778,5340.62963,4573.518519,35.5490677,-80.854179
827,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340130,CAROLINAS MEDICAL CENTER-UNION,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte,45,9332.088889,6154.311111,5376.933333,34.9738157,-80.5225031
828,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville,68,11848.42647,6651,5705.705882,35.114204,-77.065681
829,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,NC - Durham,35,15932.37143,6293.085714,5635.942857,36.3338756,-78.3955986
830,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340133,MARTIN GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,27892,NC - Greenville,15,29327.2,6075.533333,5619.533333,35.839746,-77.0730983
831,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington,64,13996.92188,6695.375,5843.71875,34.2378598,-77.9476394
832,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville,46,10018.3913,6734.717391,5717.086957,34.7262246,-76.7549479
833,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory,30,18944.8,6169,5250.6,35.7138325,-81.267284
834,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340144,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,28687,NC - Winston-Salem,31,24495.03226,6019.419355,4932.612903,35.818754,-80.828965
835,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340145,CAROLINAS MEDICAL CENTER-LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,NC - Charlotte,42,18244.59524,5910.380952,4680.285714,35.490295,-81.203192
836,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh,107,15444.92523,6724.084112,5948.523364,35.978428,-77.852104
837,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh,77,18545.33766,6142.805195,5232.519481,36.432954,-77.64729
838,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham,66,17569.93939,6276.075758,5321.181818,36.0558699,-78.9034991
839,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340158,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington,47,18747.19149,5934.042553,5273.531915,34.009061,-78.289923
840,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340159,PERSON MEMORIAL HOSPITAL,615 RIDGE RD,ROXBORO,NC,27573,NC - Durham,14,14272.42857,6683.428571,6189.714286,36.4067949,-78.9854912
841,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340160,MURPHY MEDICAL CENTER INC,3990 EAST US HIGHWAY 64 ALT,MURPHY,NC,28906,GA - Atlanta,19,14623.21053,5881.105263,4812.842105,35.0735194,-83.9667927
842,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,NC - Charlotte,15,15102.06667,5927.933333,4683.666667,35.3062815,-80.74724
843,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte,67,20317.10448,5493.985075,4509.58209,35.1143176,-80.7197131
844,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,NC - Raleigh,64,25491.82813,5539.328125,4729.140625,35.740747,-78.781718
845,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,NC - Charlotte,20,17580.75,5567.2,4706.2,35.406344,-80.860052
846,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340184,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville,60,12879.1,5624.266667,4629.666667,35.5258779,-82.9435088
847,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,27889,NC - Greenville,29,10150.89655,4808.517241,4093.482759,35.5491604,-77.039816
848,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,54,9875.925926,4519.925926,3543.185185,35.43802,-80.601489
849,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville,53,11663.71698,4600.377358,3603.849057,35.576583,-82.549222
850,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,NC - Winston-Salem,19,7338.842105,4194,3014.105263,36.488967,-80.611891
851,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem,30,10552.16667,4201.533333,3060.7,35.95,-80
852,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,NC - Durham,52,14573,4578.173077,3565.826923,34.751245,-79.467888
853,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh,32,10264.21875,4787.15625,3814.78125,35.3977239,-77.9525029
854,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340011,SPRUCE PINE COMMUNITY HOSPITAL,125 HOSPITAL DR,SPRUCE PINE,NC,28777,NC - Asheville,39,6802.615385,4570.102564,3433.794872,35.910967,-82.063089
855,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340013,RUTHERFORD HOSPITAL INC,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte,38,8584.421053,4373.842105,3228.605263,35.362513,-81.966918
856,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340014,FORSYTH MEMORIAL HOSPITAL,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem,69,15013.66667,4950.347826,3287.434783,36.0758078,-80.2977909
857,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,NC - Charlotte,33,11052.0303,4474,3092.090909,35.681722,-80.470716
858,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville,23,10710.47826,4066.391304,3016.130435,35.3208531,-82.4677383
859,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham,76,17611.75,4084.921053,2971.328947,35.4689369,-79.1866809
860,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340021,CLEVELAND REGIONAL MEDICAL CENTER,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte,33,13556.21212,4254.393939,3211.484848,35.302883,-81.535711
861,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville,42,10502.80952,4660.357143,3622.261905,35.290527,-77.583071
862,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh,83,20691.84337,4983.216867,3721.156627,35.0326463,-78.9320945
863,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham,12,25575.25,7129.416667,4895.833333,36.0083926,-78.9394587
864,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340032,GASTON MEMORIAL HOSPITAL,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte,51,10550.5098,4520.313725,3446.235294,35.2734149,-81.1368781
865,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340036,FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DR BOX 609,LOUISBURG,NC,27549,NC - Raleigh,17,18626,4844,4032.235294,36.0990393,-78.301106
866,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340037,KINGS MOUNTAIN HOSPITAL INC,706 W KING ST,KINGS MOUNTAIN,NC,28086,NC - Charlotte,15,10958.6,4259.333333,3182,35.2409703,-81.3550872
867,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,NC - Winston-Salem,40,13871.325,3992.625,2868.7,35.799858,-80.87863
868,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340040,VIDANT MEDICAL CENTER,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville,62,13845.70968,5796.790323,4905.306452,35.607262,-77.404766
869,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,NC - Hickory,32,9971.125,4440.15625,3577.65625,35.910583,-81.535123
870,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,NC - Greenville,43,13269.2093,4702.976744,3367.372093,34.762728,-77.385821
871,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem,47,9395.93617,18373.80851,5043.12766,36.0906186,-80.2716076
872,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham,73,15180.94521,5411.438356,4435.671233,34.637229,-79.012133
873,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340053,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte,61,15880.7377,4943.52459,3649.344262,35.2219554,-80.8328724
874,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340060,MOREHEAD MEMORIAL HOSPITAL,117 E KINGS HIGHWAY,EDEN,NC,27288,NC - Greensboro,38,10458.23684,4314.736842,3369.473684,36.494682,-79.739606
875,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,NC - Durham,17,9964.705882,6920.411765,5838.058824,35.9052623,-79.0509735
876,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBOR,NC,28659,NC - Winston-Salem,18,8473.555556,4114.444444,3093.666667,36.1584434,-81.1571831
